match_number,team_a_source,team_b_source,team_a_source_type,team_b_source_type,team_a_group,team_a_position,team_b_group_options,team_b_position,source,confidence,notes,mapping_section,round,winner_to_match,loser_to_match_if_applicable,option_number,qualified_third_groups,slot_1A,slot_1B,slot_1D,slot_1E,slot_1G,slot_1I,slot_1K,slot_1L
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,324.0,"A,B,D,F,H,I,J,K",3H,3J,3B,3D,3A,3F,3I,3K
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,325.0,"A,B,D,F,G,J,K,L",3F,3J,3B,3D,3A,3G,3L,3K
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,326.0,"A,B,D,F,G,I,K,L",3I,3G,3B,3D,3A,3F,3L,3K
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,327.0,"A,B,D,F,G,I,J,L",3F,3J,3B,3D,3A,3G,3L,3I
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,328.0,"A,B,D,F,G,I,J,K",3F,3J,3B,3D,3A,3G,3I,3K
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,329.0,"A,B,D,F,G,H,K,L",3H,3G,3B,3D,3A,3F,3L,3K
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,330.0,"A,B,D,F,G,H,J,L",3H,3G,3B,3D,3A,3F,3L,3J
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,331.0,"A,B,D,F,G,H,J,K",3H,3G,3B,3D,3A,3F,3J,3K
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,332.0,"A,B,D,F,G,H,I,L",3H,3G,3B,3D,3A,3F,3L,3I
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,333.0,"A,B,D,F,G,H,I,K",3H,3G,3B,3D,3A,3F,3I,3K
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,334.0,"A,B,D,F,G,H,I,J",3H,3G,3B,3D,3A,3F,3I,3J
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,335.0,"A,B,D,E,I,J,K,L",3E,3J,3B,3A,3I,3D,3L,3K
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,336.0,"A,B,D,E,H,J,K,L",3E,3J,3B,3D,3A,3H,3L,3K
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,337.0,"A,B,D,E,H,I,K,L",3E,3I,3B,3D,3A,3H,3L,3K
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,338.0,"A,B,D,E,H,I,J,L",3E,3J,3B,3D,3A,3H,3L,3I
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,339.0,"A,B,D,E,H,I,J,K",3E,3J,3B,3D,3A,3H,3I,3K
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,340.0,"A,B,D,E,G,J,K,L",3E,3J,3B,3D,3A,3G,3L,3K
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,341.0,"A,B,D,E,G,I,K,L",3E,3G,3B,3A,3I,3D,3L,3K
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,342.0,"A,B,D,E,G,I,J,L",3E,3J,3B,3D,3A,3G,3L,3I
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,343.0,"A,B,D,E,G,I,J,K",3E,3J,3B,3D,3A,3G,3I,3K
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,344.0,"A,B,D,E,G,H,K,L",3E,3G,3B,3D,3A,3H,3L,3K
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,345.0,"A,B,D,E,G,H,J,L",3H,3J,3B,3D,3A,3G,3L,3E
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,346.0,"A,B,D,E,G,H,J,K",3H,3J,3B,3D,3A,3G,3E,3K
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,347.0,"A,B,D,E,G,H,I,L",3E,3G,3B,3D,3A,3H,3L,3I
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,348.0,"A,B,D,E,G,H,I,K",3E,3G,3B,3D,3A,3H,3I,3K
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,349.0,"A,B,D,E,G,H,I,J",3H,3J,3B,3D,3A,3G,3E,3I
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,350.0,"A,B,D,E,F,J,K,L",3E,3J,3B,3D,3A,3F,3L,3K
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,351.0,"A,B,D,E,F,I,K,L",3E,3I,3B,3D,3A,3F,3L,3K
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,352.0,"A,B,D,E,F,I,J,L",3E,3J,3B,3D,3A,3F,3L,3I
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,353.0,"A,B,D,E,F,I,J,K",3E,3J,3B,3D,3A,3F,3I,3K
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,354.0,"A,B,D,E,F,H,K,L",3H,3E,3B,3D,3A,3F,3L,3K
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,355.0,"A,B,D,E,F,H,J,L",3H,3J,3B,3D,3A,3F,3L,3E
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,356.0,"A,B,D,E,F,H,J,K",3H,3J,3B,3D,3A,3F,3E,3K
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,357.0,"A,B,D,E,F,H,I,L",3H,3E,3B,3D,3A,3F,3L,3I
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,358.0,"A,B,D,E,F,H,I,K",3H,3E,3B,3D,3A,3F,3I,3K
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,359.0,"A,B,D,E,F,H,I,J",3H,3J,3B,3D,3A,3F,3E,3I
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,360.0,"A,B,D,E,F,G,K,L",3E,3G,3B,3D,3A,3F,3L,3K
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,361.0,"A,B,D,E,F,G,J,L",3E,3G,3B,3D,3A,3F,3L,3J
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,362.0,"A,B,D,E,F,G,J,K",3E,3G,3B,3D,3A,3F,3J,3K
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,363.0,"A,B,D,E,F,G,I,L",3E,3G,3B,3D,3A,3F,3L,3I
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,364.0,"A,B,D,E,F,G,I,K",3E,3G,3B,3D,3A,3F,3I,3K
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,365.0,"A,B,D,E,F,G,I,J",3E,3G,3B,3D,3A,3F,3I,3J
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,366.0,"A,B,D,E,F,G,H,L",3H,3G,3B,3D,3A,3F,3L,3E
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,367.0,"A,B,D,E,F,G,H,K",3H,3G,3B,3D,3A,3F,3E,3K
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,368.0,"A,B,D,E,F,G,H,J",3H,3G,3B,3D,3A,3F,3E,3J
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,369.0,"A,B,D,E,F,G,H,I",3H,3G,3B,3D,3A,3F,3E,3I
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,370.0,"A,B,C,H,I,J,K,L",3I,3J,3B,3C,3A,3H,3L,3K
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,371.0,"A,B,C,G,I,J,K,L",3I,3J,3B,3C,3A,3G,3L,3K
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,372.0,"A,B,C,G,H,J,K,L",3H,3J,3B,3C,3A,3G,3L,3K
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,373.0,"A,B,C,G,H,I,K,L",3I,3G,3B,3C,3A,3H,3L,3K
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,374.0,"A,B,C,G,H,I,J,L",3H,3J,3B,3C,3A,3G,3L,3I
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,375.0,"A,B,C,G,H,I,J,K",3H,3J,3B,3C,3A,3G,3I,3K
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,376.0,"A,B,C,F,I,J,K,L",3I,3J,3B,3C,3A,3F,3L,3K
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,377.0,"A,B,C,F,H,J,K,L",3H,3J,3B,3C,3A,3F,3L,3K
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,378.0,"A,B,C,F,H,I,K,L",3H,3I,3B,3C,3A,3F,3L,3K
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,379.0,"A,B,C,F,H,I,J,L",3H,3J,3B,3C,3A,3F,3L,3I
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,380.0,"A,B,C,F,H,I,J,K",3H,3J,3B,3C,3A,3F,3I,3K
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,381.0,"A,B,C,F,G,J,K,L",3C,3J,3B,3F,3A,3G,3L,3K
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,382.0,"A,B,C,F,G,I,K,L",3I,3G,3B,3C,3A,3F,3L,3K
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,383.0,"A,B,C,F,G,I,J,L",3C,3J,3B,3F,3A,3G,3L,3I
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,384.0,"A,B,C,F,G,I,J,K",3C,3J,3B,3F,3A,3G,3I,3K
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,385.0,"A,B,C,F,G,H,K,L",3H,3G,3B,3C,3A,3F,3L,3K
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,386.0,"A,B,C,F,G,H,J,L",3H,3G,3B,3C,3A,3F,3L,3J
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,387.0,"A,B,C,F,G,H,J,K",3H,3G,3B,3C,3A,3F,3J,3K
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,388.0,"A,B,C,F,G,H,I,L",3H,3G,3B,3C,3A,3F,3L,3I
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,389.0,"A,B,C,F,G,H,I,K",3H,3G,3B,3C,3A,3F,3I,3K
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,390.0,"A,B,C,F,G,H,I,J",3H,3G,3B,3C,3A,3F,3I,3J
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,391.0,"A,B,C,E,I,J,K,L",3E,3J,3B,3A,3I,3C,3L,3K
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,392.0,"A,B,C,E,H,J,K,L",3E,3J,3B,3C,3A,3H,3L,3K
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,393.0,"A,B,C,E,H,I,K,L",3E,3I,3B,3C,3A,3H,3L,3K
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,394.0,"A,B,C,E,H,I,J,L",3E,3J,3B,3C,3A,3H,3L,3I
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,395.0,"A,B,C,E,H,I,J,K",3E,3J,3B,3C,3A,3H,3I,3K
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,396.0,"A,B,C,E,G,J,K,L",3E,3J,3B,3C,3A,3G,3L,3K
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,397.0,"A,B,C,E,G,I,K,L",3E,3G,3B,3A,3I,3C,3L,3K
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,398.0,"A,B,C,E,G,I,J,L",3E,3J,3B,3C,3A,3G,3L,3I
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,399.0,"A,B,C,E,G,I,J,K",3E,3J,3B,3C,3A,3G,3I,3K
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,400.0,"A,B,C,E,G,H,K,L",3E,3G,3B,3C,3A,3H,3L,3K
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,401.0,"A,B,C,E,G,H,J,L",3H,3J,3B,3C,3A,3G,3L,3E
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,402.0,"A,B,C,E,G,H,J,K",3H,3J,3B,3C,3A,3G,3E,3K
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,403.0,"A,B,C,E,G,H,I,L",3E,3G,3B,3C,3A,3H,3L,3I
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,404.0,"A,B,C,E,G,H,I,K",3E,3G,3B,3C,3A,3H,3I,3K
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,405.0,"A,B,C,E,G,H,I,J",3H,3J,3B,3C,3A,3G,3E,3I
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,406.0,"A,B,C,E,F,J,K,L",3E,3J,3B,3C,3A,3F,3L,3K
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,407.0,"A,B,C,E,F,I,K,L",3E,3I,3B,3C,3A,3F,3L,3K
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,408.0,"A,B,C,E,F,I,J,L",3E,3J,3B,3C,3A,3F,3L,3I
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,409.0,"A,B,C,E,F,I,J,K",3E,3J,3B,3C,3A,3F,3I,3K
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,410.0,"A,B,C,E,F,H,K,L",3H,3E,3B,3C,3A,3F,3L,3K
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,411.0,"A,B,C,E,F,H,J,L",3H,3J,3B,3C,3A,3F,3L,3E
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,412.0,"A,B,C,E,F,H,J,K",3H,3J,3B,3C,3A,3F,3E,3K
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,413.0,"A,B,C,E,F,H,I,L",3H,3E,3B,3C,3A,3F,3L,3I
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,414.0,"A,B,C,E,F,H,I,K",3H,3E,3B,3C,3A,3F,3I,3K
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,415.0,"A,B,C,E,F,H,I,J",3H,3J,3B,3C,3A,3F,3E,3I
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,416.0,"A,B,C,E,F,G,K,L",3E,3G,3B,3C,3A,3F,3L,3K
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,417.0,"A,B,C,E,F,G,J,L",3E,3G,3B,3C,3A,3F,3L,3J
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,418.0,"A,B,C,E,F,G,J,K",3E,3G,3B,3C,3A,3F,3J,3K
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,419.0,"A,B,C,E,F,G,I,L",3E,3G,3B,3C,3A,3F,3L,3I
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,420.0,"A,B,C,E,F,G,I,K",3E,3G,3B,3C,3A,3F,3I,3K
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,421.0,"A,B,C,E,F,G,I,J",3E,3G,3B,3C,3A,3F,3I,3J
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,422.0,"A,B,C,E,F,G,H,L",3H,3G,3B,3C,3A,3F,3L,3E
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,423.0,"A,B,C,E,F,G,H,K",3H,3G,3B,3C,3A,3F,3E,3K
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,424.0,"A,B,C,E,F,G,H,J",3H,3G,3B,3C,3A,3F,3E,3J
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,425.0,"A,B,C,E,F,G,H,I",3H,3G,3B,3C,3A,3F,3E,3I
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,426.0,"A,B,C,D,I,J,K,L",3I,3J,3B,3C,3A,3D,3L,3K
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,427.0,"A,B,C,D,H,J,K,L",3H,3J,3B,3C,3A,3D,3L,3K
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,428.0,"A,B,C,D,H,I,K,L",3H,3I,3B,3C,3A,3D,3L,3K
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,429.0,"A,B,C,D,H,I,J,L",3H,3J,3B,3C,3A,3D,3L,3I
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,430.0,"A,B,C,D,H,I,J,K",3H,3J,3B,3C,3A,3D,3I,3K
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,431.0,"A,B,C,D,G,J,K,L",3C,3J,3B,3D,3A,3G,3L,3K
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,432.0,"A,B,C,D,G,I,K,L",3I,3G,3B,3C,3A,3D,3L,3K
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,433.0,"A,B,C,D,G,I,J,L",3C,3J,3B,3D,3A,3G,3L,3I
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,434.0,"A,B,C,D,G,I,J,K",3C,3J,3B,3D,3A,3G,3I,3K
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,435.0,"A,B,C,D,G,H,K,L",3H,3G,3B,3C,3A,3D,3L,3K
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,436.0,"A,B,C,D,G,H,J,L",3H,3G,3B,3C,3A,3D,3L,3J
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,437.0,"A,B,C,D,G,H,J,K",3H,3G,3B,3C,3A,3D,3J,3K
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,438.0,"A,B,C,D,G,H,I,L",3H,3G,3B,3C,3A,3D,3L,3I
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,439.0,"A,B,C,D,G,H,I,K",3H,3G,3B,3C,3A,3D,3I,3K
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,440.0,"A,B,C,D,G,H,I,J",3H,3G,3B,3C,3A,3D,3I,3J
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,441.0,"A,B,C,D,F,J,K,L",3C,3J,3B,3D,3A,3F,3L,3K
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,442.0,"A,B,C,D,F,I,K,L",3C,3I,3B,3D,3A,3F,3L,3K
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,443.0,"A,B,C,D,F,I,J,L",3C,3J,3B,3D,3A,3F,3L,3I
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,444.0,"A,B,C,D,F,I,J,K",3C,3J,3B,3D,3A,3F,3I,3K
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,445.0,"A,B,C,D,F,H,K,L",3H,3F,3B,3C,3A,3D,3L,3K
